,Country,Date,Buyer,Seller,Location,Property type,Property type 2 (use drop-down menu),Main use (if Mixed use),Use (if Development/Building rights),Comment (if Redevelopment),Comment (if Other),"Price, MDKK","Area, m2","Price, DKK/m2",Comments,Comments from meeting,BRE received,BRE reviewed,BRE bid,Broker,Source,,,,,,
,Denmark,2022-08-24,Pareto Securities,Topdanmark,Nordsjælland ,Residential,,,,,,n.a.,"6,800",n.a.,"The Norwegian investment bank Pareto Securities continues its major activity on the Danish property market with three new acquisitions, each costing a three-digit million sum. This is one of the deals.",,,,,,https://ejendomswatch.dk/Ejendomsnyt/Investorer/article14335873.ece,,,,,,
,Denmark,2022-08-12,Heimstaden,n.a.,Bogense,Residential,,,,,,n.a.,"5,772",n.a.,78 apartments located on Funen northwest of Odense,,,,,,,,,,,,
,Denmark,2022-08-09,Walter Immobilien,n.a.,Copenhagen,Residential,,,,,,n.a.,"1,623",n.a.,"Multifamily residential building in the Nørrebro community with 14 apartments, 2 commercial units and 12 parking spaces",,,,,,,,,,,,
,Denmark,2022-08-08,THI Investments,Capman,Copenhagen,Office,,,,,,n.a.,"10,000",n.a.,"The building, located in the Carlsberg City District in the heart of Copenhagen, is currently undergoing a transformation from a warehouse building to a modern office building. This transaction is a forward purchase, and the construction will continue with takeover in the summer of 2023. The purchase price is confidential but close to half a billion DKK according to Capman's press release",,,,,,,,,,,,
,Denmark,2022-08-02,WP Carey,Coop Danmark,n.a.,Retail,,,,,,475,n.a.,n.a.,16 grocery stores in two separate sale-and-leaseback deals with Coop,,,,,,,,,,,,
,Denmark,2022-07-12,AkademikerPension,Copenhagen Capital A/S and Helmersen Gruppen A/S,Copenhagen,Residential,,,,,,115,n.a.,n.a.,41 newly built student apartments,,,,,,,,,,,,
,Denmark,2022-07-11,Wihlborgs,PFA Pension,Copenhagen,Office,,,,,,"1,075","52,000","20,673",Two office properties located close to Kastrup and adjacent to a metro station with easy access to central Copenhagen,,,,,,,,,,,,
,Denmark,2022-07-07,Aviva Investors,Rema 1000,Kolding,Retail,,,,,,n.a.,"11,000",n.a.,Sale and lease back of the fully leased Kolding Retailpark in the Triangle Area,,,,,,,,,,,,
,Denmark,2022-06-30,Group of private individuals,Blue Capital,Tilst,Retail,,,,,,78.5,"6,300","12,460",Big box retail in Tilst. Fully occupied to three tenants ,,,,,,,,,,,,
,Denmark,2022-06-29,Industriens Pension,NCC,Copenhagen,Office,,,,,,620,"16,000","38,750","Newly developed office property in Valby, Copenhagen. Genmab have signed a 15-year lease",,,,,,,,,,,,
,Denmark,2022-06-29,Invesco,n.a.,Copenhagen,Development,,,Residential,,,n.a.,"25,000",n.a.,"Forward purchase of a 25,000 sqm Class A residential project in Ballerup. The project is set to complete in three stages to Q4-2023. RUBIK Properties involved as operating partner in the transaction",,,,,,,,,,,,
,Denmark,2022-06-28,Catena,Ejendomsinvest Egeskovvej ApS,Horsens,Development,,,Logistics,,,328,"31,900","10,282","Forward purchase transaction of a logistics facility that will be constructed by the seller. The property is strategically located adjacent to the E45 motorway in Horsens, Jutland. The third-party logistics company DKI Logistics A/S has signed ten-year lease",,,,,,,,,,,,
,Denmark,2022-06-28,Wihlborgs,n.a.,Copenhagen,Office,,,,,,54,"3,600","15,000",An office property located adjacent to another property owned by Wihlborgs. Wihlborgs plan to renovate the building with the purpose to offer new tenants modern and flexible office premises,,,,,,,,,,,,
,Denmark,2022-06-28,LaSalle Investment Management,n.a.,Copenhagen,Residential,,,,,,n.a.,"3,800",n.a.,Newly built residential asset in Frederiksberg in Copenhagen. The building comprises 24 residential apartments,,,,,,,,,,,,
,Denmark,2022-06-27,Starwood,Pareto syndicate,"Aarhus, Horsens and Federica",Industrial,Logistics,,,,,"1,500","182,700","8,210","10 logistics/production properties, all located in eastern Jutland along the E45 motorway. Estimated price",,,,,,,,,,,,
,Denmark,2022-06-27,CBRE IM,n.a.,Greater Copenhagen,Development,,,Residential,,,n.a.,"8,100",n.a.,The asset is newly built and already fully let and comprises 108 residential units. Located in Karlslunde in Greve (south of Copenhagen),,,,,,,,,,,,
,Denmark,2022-06-27,Rent Estate,Velliv and ATP,Ballerup,Office,,,,,,n.a.,"15,000",n.a.,Large office property located in Ballerup (west of Copenhagen),,,,,,,,,,,,
,Denmark,2022-06-20,ATP Real Estate,Udviklingsselskabet Carlsberg Byen P/S,"Copenhagen, Carlsberg Byen",Office,Retail,,,,,n.a.,"21,500",n.a.,"Five newly built (2021-2022) commercial properties comprising offices, F&B and retail units",,,,,,,,,,,,
,Denmark,2022-06-20,Group of private individuals,Blue Capital,Kalundborg and Thisted,Retail,,,,,,80,"4,500","17,778",Two retail properties with Elgiganten and T. Hansen as main tenants,,,,,,https://ejendomswatch.dk/Ejendomsnyt/Projektudvikling/article14163401.ece,,,,,,
,Denmark,2022-06-16,Danica Ejendomme,n.a.,Copenhagen,Residential,,,,,,300,"7,500","40,000",100 apartments in the prominent part of Copenhagen.,,,n.a.,,,,,,,,,
,Denmark,2022-06-08,Thylander Gruppen,Danica Ejendomme,"Copenhagen, Hillerød, and Nærum",Residential,,,,,,n.a.,n.a.,n.a.,Five residential rental properties,,,n.a.,,,,,,,,,
,Denmark,2022-06-08,Abeille Real Estate Investment Management – tidigare Aviva Investors,PKA,Copenhagen,Residential,,,,,,900,"18,250","49,315",187 apartments in Copenhagen,,,n.a.,,,,,,,,,
,Denmark,2022-06-01,Orange Capital Partners,NREP,Copenhagen and Aarhus,,,,,,,"~5,000","110,000","~45,500","The portfolio is comprised of 1,220 modern rental apartments located across seven residential blocks in Copenhagen and Aarhus. NREP's largest divestment to date and the largest deal in the Danish real estate market this year",,,,,,,,,,,,
,Denmark,2022-06-01,Dreyers Fond,Private individual,Copenhagen,Residential,Office,,,,,n.a.,"5,819",n.a.,"Two properties in Vesterbro, Copenhagen comprising residential and office area",,,,,,,,,,,,
,Denmark,2022-05-30,Xior,Basecamp Group,Aarhus,Residential,,,,,,n.a.,n.a.,n.a.,"Xior Student Housing has signed a deal to purchase Basecamp Group's portfolio of private student accommodation for €939 million. The portfolio consist of 5,341 apartments (a majority already being in use and some under development). The portfolio includes 350 apartments in Copenhagen, 786 apartments in Lyngby and 663 apartments (under development) in Aarhus",,,,,,,,,,,,
,Denmark,2022-05-19,KMC Properties,n.a.,n.a.,Industrial,,,,,,151,"43,361","3,485",Acquisition of two industrial properties in Denmark for approx. 151.1mDKK. The properties were developed or upgraded in the period from 1985 to 2010 and have further development potential,,,,,,,,,,,,
,Denmark,2022-05-16,The Aarhus family Evar,2E Group,Aalborg,Development,,,Residential,,,n.a.,"60,000",n.a.,Building plot. Project of 228 terraced houses in Næstved,,,,,,,,,,,,
,Denmark,2022-05-12,Heimstaden,Bröderna Samuelsson Invest AB,Copenhagen,Residential,,,,,,250,n.a.,n.a.,6 properties consisting of 81 apartments and 6 commercial premises.,,,,,,,,,,,,
,Denmark,2022-05-05,Stendörren,Private Seller,Copenhagen,Industrial,,,,,,20,"1,716","11,655",Fully let to a tenant on a lease that runs through June 2032. Stendörren's seventh acquisition in Copenhagen,,,,,,,,,,,,
,Denmark,2022-05-03,Stendörren,Private Seller,Copenhagen,Industrial,,,,,,24.6,"2,597","9,472",Fully let to a tenant on a lease that runs through December 2025. Stendörren's sixth acquisition in Copenhagen,,,,,,,,,,,,
,Denmark,2022-05-02,Jeudan,Galleri K Retail ApS,Copenhagen,Retail,,,,,,"2,000","25,000","80,000","41% office, 32% retail, 6% restaurants and 21% basement, including parking",,,,,,Nordic Property News,,,,,,
,Denmark,2022-04-29,K-Fastigheter,TEBA Holding,Copenhagen,Development,,,Residential,,,83,"11,000","7,545",153 apartments to be built. Price is the underlying property value according to FV. Zoning plan approved and building permit granted and construction will begin in 2022,,,,,,,,,,,,
,Denmark,2022-04-28,Microsoft,n.a.,Høje Taastrup,Development,,,,,,n.a.,n.a.,n.a.,A data center is planned,,,,,,,,,,,,
,Denmark,2022-04-26,Mileway (Blackstone),Sanistål,Aalborg,Logistics,,,,,,100,n.a.,n.a.,Sale and lease back. Nordicals as sell-side advisor and Vingårdshus as sell-side legal. Buy-side legal was Bech-Bruun,,,,,,,,,,,,
,Denmark,2022-04-21,Fælledby P / S,UDVIKLINGSSELSKABET BY & HAVN I / S,Copenhagen,Development,,,Residential,,,696,n.a.,n.a.,2000 homes,,,,,,,,,,,,
,Denmark,2022-04-19,Aviva Investors / Capital Investment,Peder Holm,Valby,Other,,,,,,179,n.a.,n.a.,n.a.,,,,,,Nordic Property News,,,,,,
,Denmark,2022-04-19,Genesta,CECN (Casa Nord),Copenhagen,Development,,,Residential,,,n.a.,"7,100",n.a.,"100 residential unites under construction. The asset will be in Genesta's fifth fund, GNRE Core Plus Open ended",,,,,,,,,,,,
,Denmark,2022-04-14,Stendörren,Private Seller,Copenhagen,Industrial,,,,,,23,"3,089","7,284",Stendörren's fith acquisition in the Copenhagen region. The Hilleröd property is fully let to a tenant until April 2026,,,,,,Nordic Property News,,,,,,
,Denmark,2022-04-12,Catena,Ejendomsinvest Egeskovvej ApS,Horsens,Logistics,,,,,,170,"31,900","5,329",Newly constructed property. Catena has signed a 10 year lease with DKI Logistics,,,,,,Nordic Property News,,,,,,
,Denmark,2022-04-12,SBS,SEBC II ApS and Bonum Development A/S,Copenhagen,Development,,,Residential,,,n.a.,"6,484",n.a.,173 sudent apartments. The project will be financed by a loan provided by a Danish mortgage bank at an LTV of approx. 69 percent upon completion. The underlying asset value is 480 SEKm The transaction structuring and arrangement of external financing was led by Pareto Securities.,,,,,,"Nordic Property News, FV",,,,,,
,Denmark,2022-04-07,Danish Ministry of Defence Estate Agency,NCC,Aalborg,Development,,,Mixed use,,,123,n.a.,n.a.,"The contract includes the construction of a standard workshop and a specially designed multi-purpose building containing offices, changing rooms and service areas. The project is part of the Danish Armed Forces’ “Green establishments” initiative",,,,,,,,,,,,
,Denmark,2022-04-07,Heimstaden,Casa Nord,Hedenstad,Residential,,,,,,n.a.,"7,000",n.a.,"Seller purchased porrtfolio ~1 year ago for DKK 136 million (19,429 / sqm). 80 terraced houses",,,,,,,,,,,,
,Denmark,2022-04-06,Adelis Equity,Westpack,Holstebro,Logistics,,,,,,n.a.,"14,000",n.a.,Value in the double-digit millions,,,,,,,,,,,,
,Denmark,2022-03-31,NCC,n.a.,Odense,Development,,,Office,,,324,"20,000","16,200"," NCC has been commissioned by Mobile Industrial Robots and Universal Robots to construct a new head office of wood in Odense, Denmark. The project is a turnkey contract. Expected occupancy in January 2024",,,,,,,,,,,,
,Denmark,2022-03-29,Arrow Capital Partners,Pristine Properties,Various,Industrial,,,,,,595,"97,652","6,093",10 properties,,,,,,,,,,,,
,Denmark,2022-03-28,NCC,n.a.,Herlev,Development,,,Residential,,,604,n.a.,n.a.,"NCC has been commissioned by a joint venture between Catella, Nordkranen and DWS to construct approximately 440 rental units",,,,,,,,,,,,
,Denmark,2022-03-25,Cibus,SG Nordic,Various,Mixed use,,,,,,"2,086","76,000","27,447",34 properties,,,,,,,,,,,,
,Denmark,2022-03-22,Verdion,Hanssen Logistik,Aarhus,Logistics,,,,,,96,"16,180","5,933","Located in Skanderborg's industrial area of Stilling, it comprises an 8,223 sqm cross-dock warehouse with 1,857 sqm of offices and storage occupied by DHL and BFT Logistik & Ejendomme, as well as a new 6,100 sqm warehouse let to Dan-Form A/S.",,,,,,,,,,,,
,Denmark,2022-03-15,NREP,Tetris,Copenhagen,Residential,,,,,,"1,300","40,000","32,500","A portfolio of eight Agora Gardens, a housing community concept for seniors developed by Tetris",,,,,,,,,,,,
,Denmark,2022-02-25,HL Management,n.a.,Lyngby,Residential,,,,,,n.a.,"5,136",n.a.,77 homes,,,,,,,,,,,,
,Denmark,2022-02-25,W.P. Carey,Coop,Various,Retail,,,,,,n.a.,n.a.,n.a.,Sale and leaseback of 8 grocery stores. W.P. Carey alo commited to acquiring 3 additional stores,,,,,,,,,,,,
,Denmark,2/3/2022,Macquarie,Savills IM,Copenhagen,Logistics,,,,,,n.a.,"77,500",n.a.,Four assets in Kolding and Greve. Fully let to DSV Prime Cargo,,,,,,,,,,,,
,Denmark,1/19/2022,Lindu Ejendomme,,Hvidovre,Industrial,,,,,,46.0,6500,"7,077","Warehouse site, Kanalholmen 37 with an initial yield of 9.3%. External valuation of the property amounts to 58 DKKm. The asset is located in an attractive industrial area in Hvidovre, 3km south of central CPH. The property is fully let to Haugen-Gruppen, a leading importer and distributor of food goods throughout the Nordics. Haugen-Gruppen will vacate the premises in August 2024 and our business plan includes finding a new long-term tenant which should not be a problem given demand for these spaces is very high (the current vacancy rate for logistics assets in Greater Copenhagen is less than 1%). Further, funds have been allocated to the business plan for various ESG-related initiatives.",,,,,,,,,,,,
,Denmark,1/16/2022,n.a.,Corem,Copenhagen,Office,,,,,,70.6,"5,300","13,314","A completely vacant office property located in Holte, north of central Copenhagen. The property has a lettable area of approximately 5,300 sqm and is sold at an underlying property value of 106 MSEK, approximately 70.6 MDKK, which is in line with book value",,,,,,,,,,,,
,Denmark,1/7/2022,Stendörren,n.a.,Copenhagen,Industrial,,,,,,31,4772,6496,Fully let to a tenant,,,,,,,,,,,,
,Denmark,1/3/2022,Catella RIM,Formuepleje Group,Copenhagen,Residential,,,,,,"1,935",n.a.,n.a.,"CRIM purchased six properties, three in Copenhagen and three in Aarhus, comprising 311 apartments and 21 studio houses, together with 30 parking spaces and three commercial units",,,,,,,,,,,,
,Denmark,12/29/2021,Catella RIM,n.a.,Copenhagen,Residential ,,,,,,447,n.a.,n.a.,Catella Residential Investment Management (CRIM) has acquired a 225-apartment student residence on behalf of a German pension fund from Teglholm Park P/S. This latest acquisition increases the assets under management to almost EUR 1 billion for this mandate.,,,,,,,,,,,,
,Denmark,12/28/2021,Abrdn,Gefion Group,Copenhagen,Residential ,,,,,,n.a.,n.a.,n.a.," The prominent address housed Copenhagen Police Station 2 for over 30 years, but now Gefion Group has completely renovated and converted the property into 72 modern city homes with shop facilities on the ground floor.",,,,,,,,,,,,
,Denmark,12/16/2021,Ap Pension & Bankinvest,Castlelake,Aarhus (+),Residential,,,,,,"3,000",n.a.,n.a.,Ap Pension and Bankinvest acquired the real estate group BoStad from the American PE fund Castlelake. BoStad consists of 70 residential properties in major cities across Denmark. The estimated price exceeds BDKK 3,,,,,,,,,,,,
,Denmark,12/15/2021,Stendörren,n.a.,Copenhagen,Industrial,,,,,,30,"3,054","9,659",Stendörren acquired a warehouse property in the Copenhagen region from a private seller. The property is fully let to a single tenant,,,,,,,,,,,,
,Denmark,12/2/2021,n.a.,AP Ejendomme,Copenhagen,Residential,,,,,,750,"20,000",37500,"AP Ejendomme has sold its newly built residential property on Engholmene in Copenhagen, the price is estimated to be over MDKK 750",,,,,,,,,,,,
,Denmark,12/1/2021,Wihlborgs,Terma A/S,Herlev,Office,,,,,,38,"8,800","4,318","Three buildings consisting of 1,400 sqm warehouse and the rest is office. Wihlborgs will redevelop the property to a modern multi-tenant office with an estimated rental value after redevelopment of MDKK 6.5",,,,,,,,,,,,
,Denmark,11/26/2021,Casa,n.a.,Glostrup,Development,,,,,,n.a.,n.a.,n.a.,"Casa acquired a property located in Ejby, between Glostrup and Herlev and will build residentials on the property. The desire is to create a modern residential area along Nordre Ringvej",,,,,,,,,,,,
,Denmark,11/22/2021,Stendörren,Henrik & Marie-Louise Bjerg,Frederikssund,Logistics,,,,,,100,"9,511","10,525",Stendörren makes their first acquisition in Denmark and acquires Pedersholmparken 10 and 13 from a private seller. The property is fully let and and has development potential through associated building rights,,,,,,,,,,,,
,Denmark,11/18/2021,n.a.,Rufac,Rudkøbing,Industrial,,,,,,n.a.,"5,741",n.a.,American-owned furniture manufacturer Rufac has sold a logistics property located on Langeland to a Swedish investment company. Rufac remains as tenant,,,,,,,,,,,,
,Denmark,11/15/2021,NREP,Togt,Copenhagen (+),Residential,,,,,,n.a.,"46,000",n.a.,"Togt divested all its residential properties, 46,000 sqm spread over 23 properties in Odense, Svendborg and Copenhagen. NREP will upgrade the apartments for 75 MDKK",,,,,,,,,,,,
,Denmark,11/10/2021,Highbrook Investors,Outfit International,Greve,Industrial,,,,,,n.a.,"30,000",n.a.,Two fully leased logistics properties in Greve west of Copenhagen. This is Higbrook's first logistics trade in Denmark and their strategy is to build a last mile distribution center portfolio concentrated around the capital and triangle area,,,,,,,,,,,,
,Denmark,11/10/2021,PFA,P+,Copenhagen,Residential,,,,,,"1,300","31,000","41,935","PFA has bought two larger residential properties in Copenhagen for a total of BDKK 1.3. The first property is 14,000 sqm with 168 rentals and three commercial leases, the second one is a 17,000 sqm residential property ",,,,,,,,,,,,
,Denmark,2021-11-02,Hines Nordic,REI Investment / ING,Frederiksberg,Residential,,,,,,520,"14,000","37,143","Hines European Core Fund has acquired two residential properties for appr. 520 MDKK, built in 2019. The properties consist of studios and apartments",,,,,,,,,,,,
,Denmark,10/26/2021,Franklin Templeton,Angelo Gordon,Frederiksberg,Residential,,,,,,n.a.,"2,723",n.a.,"The American asset manager Angelo Gordon has sold a studio residential property in Frederiksberg outside of Copenhagen to another fund managed by a U.S. PE fund, Franklin Templeton. The property consists of 81 units for international student housing. The purchase price is not stated, but when Angelo Gordon bought it in 2018, the price was 101 MDKK according to the land register",,,,,,,,,,,,
,Denmark,10/21/2021,NPV,Velliv,Copenhagen,Redevelopment,,,,Office to residential,,70,"4,000","17,500",Developer company NPV acquires an office property in Kongens Lyngby in Greater Copenhagen with the aim to turn it into youth housing. The property has been empty for the past five years and is located close to DTU,,,,,,,,,,,,
,Denmark,10/14/2021,Google,Fredericia Municipality,Fredericia,Development,,,,,,n.a.,"120,000",n.a.,"Google has bought a plot of land of 120,000 sqm to build a new data center. The plot is located next to the company's existing data center in Taulov. There are no concrete plans for when and how Google will use the acquired land",,,,,,,,,,,,
,Denmark,10/14/2021,Microsoft 3366 Denmark ApS,Ejendomsselskabet Roskildehave IS,Taastrup,Development,,,,,,132,"33,345","3,959","Microsoft has bought land area of 33,345 sqm In Taastrup in the sub-urbs of Copenhagen",,,,,,,,,,,,
,Denmark,10/13/2021,Facebook,Esbjerg Municipality,Esbjerg,Development,,,,,,277,"2,120,000",131,"Facebook has bought 212 hectares of land in Andrup, Esbjerg and will investigate whether to build a data center on the plot. The area is laid out in the current local plan for data center activities",,,,,,,,,,,,
,Denmark,10/12/2021,Canadian Oxford Properties,M7 Real Estate,Copenhagen (+),Industrial,,,,,,n.a.,"223,800",n.a.,"The properties are one of two portfolios with a total of 57 logistics properties which have been sold for a total of BDKK 2.7. 27 of the properties are located in Denmark (223,800), in i.a. Greater Copenhagen and the Triangle region. This is Oxford Properties' first acquisition in the Nordics. Oxford Properties has just completed a takeover of M/ Real Estate",,,,,,,,,,,,
,Denmark,2021-09-21,Mileway,Several,Copenhagen (+),Logistics,,,,,,1000+,"185,000",n.a.,"16 logistics properties located in cities such as Copenhagen, Roskilde, Aalborg, Horsens and Odense. Properties has been taken over from several different investors in the last four months",,,,,,,,,,,,
,Denmark,2021-09-09,Ejendomsselskabet Norden,Tryg,Copenhagen (+),Residential,Office,,,,,100+,n.a.,n.a.,mixed portfolio with 3000 sqm apartments and 8000 sqm office among others,,,,,,,,,,,,
,Denmark,2021-09-09,Catella Parken Europa,Odense Municiplaity,Odense,Other,,,,,Parking,365,n.a.,n.a.,The car park under Thomas B. Thriges Gade offers around 1000 parking spaces,,,,,,,,,,,,
,Denmark,2021-09-08,BH46 ApS,I/S Hasundvej 12,Copenhagen,Other,,,,,,50,n.a.,n.a.,"Dådehavnsgade 46A, 2450 København SV",,,,,,,,,,,,
,Denmark,2021-08-19,Swiss Life,Catella IM,Copenhagen (+),Residential,,,,,,520,"11,000","47,273","Four residential buildings where two are in Copenhagen, Fredriksberg and Hellerup",,,,,,,,,,,,
,Denmark,2021-08-11,Staten og Kommunernes indkøbsservice,De forenede Ejendomsselskaber, Valby,Office,,,,,,135,n.a.,n.a.,Open office space in an old industrial building,,,,,,,,,,,,
,Denmark,2021-08-10,Thylander,n.a.,Copenhagen,Mixed use,,,,,,40,"2,000","20,000",Multi-use property in the Climate district in Østerbro,,,,,,,,,,,,
,Denmark,2021-08-09,Jeudan,Kristoffer De Linde,Copenhagen,Office,,,,,,135,"3,200","42,187",Newly refurbished and repositioned office property located in south harbour. Previously part of industrial H.C. Ørstedsverket. Fully let yield corresponds to an estimated 3.65%,,,,,,,,,,,,
,Denmark,2021-07-07,P+,Private investors,"Copenhagen, Norrebro",Office,,,,,,n.a.,"12,000",n.a.,"Multi let and mixed-use property located at Norrebro, primarily let as office. Price indication was 275-300 DKKm which would indicate a psqm price of 23,000-25,000 DKK",,,,,,,,,,,,
,Denmark,2021-06-15,Asset Invest,n.a.,Copenhagen,Mixed use,,,,,,147,"5,300","27,735",Two centrally located mixed-use vale add assets in Copenhagen,,,,,,,,,,,,
,Denmark,2021-06-02,AXA IM,Elf,Herlev,Residential,,,,,,n.a.,"27,000",n.a.,"Newly built apartment block with 164 rental apartments, 45 youth apartments and 37 units for sale",,,,,,,,,,,,
,Denmark,2021-05-27,Invesco,Becker & Nielsen, Ishøj,Residential,,,,,,n.a.,"11,220",n.a.,"Becker & Nielsen to develop five buildings with a total of 133 apartments in Ishøj, south of Copenhagen. To be completed in December 2022.",,,,,,,,,,,,
,Denmark,2021-05-24,Europa Capital,Thylander,Østerbro,Residential,,,,,,n.a.,"3,470",n.a.,38 apartments. 2020 year-end book value of 183 DKKm.,,,,,,,,,,,,
,Denmark,2021-05-05,Kristensen Partners VII,Niam,Holte,Industrial,,,,,,102,"12,000","8,500","Fund by Kristensen Properties and Sampension making their first acquisition at a yield of 6% according to buyer. Focus going forward will be industrial and warehouse properties located outside Motorring 3 in Copenhagen (Gladsaxe, Herlev, Holte and Ballerup). Initial fund size communicated to be 500 DKKm with potential to increase further. ",,,,,,,,,Former prison to be transformed into up to 1600 homes (ejendomswatch.dk),,,
,Denmark,2021-05-04,Ikano Bolig,TEC,Ballerup,Industrial,,,,,,n.a.,n.a.,n.a.,"Industrial property in Ballerup to be converted by Ikano Bolig (IKEA) into 40,000 sqm of housing. ",,,,,,,,,,,,
,Denmark,2021-04-29,Nrep,Tristan,Copenhagen,Retail,Residential,,,,,680,"50,000","13,600",Shopping center Kronen in Vanløse sold through a forced auction. Property consisting of 50 stores and 120 owner-occupied apartments. Sold to considerable discount compared to listed value of 1.3 SEKb. Nordea alone had 800 DKKm outstanding credit. Developed by Flemming Holberg Fenger until 2012 when Nordea removed him and sold the property. ,,,,,,,,,,,,
,Denmark,2021-04-28,Hines,Pareto Syndicate,Copenhagen,Industrial,,,,,,n.a.,"60,750",n.a.,"Logistics property southwest of Copenhagen, located close to the E20. Valued at 380 DKKm/5.35% by Pareto earlier in April. Long lease with the chain store Flying Tiger. ",,,,,,,,,,,,
,Denmark,2021-04-21,Catella,Gefion Group,Ballerup,Residential,,,,,,325,"10,230","31,770","Student housing property “Ballerup College” with 262 fully let apartments sold to Catella European Student Housing Fund II, managed by Berlin-based Catella Residential Investment Management (Crim), a subsidiary to Catella. ",,,,,,,,,,,,
,Denmark,2021-04-20,Movinn,Copenhagen Capital,Copenhagen,Residential,,,,,,n.a.,n.a.,n.a.,Copenhagen Capital sells the subsidiary Copenhagen Suites ApS to Movinn. Copenhagen Suites ApS was established at the end of 2017 and operates a portfolio of serviced apartments.,,,,,,,,,,,,
,Denmark,2021-04-19,Kristensen Properties,n.a.,Skovlunde,Office,,,,,,n.a.,"20,000",n.a.,Property let to Siemens and traffic management company Swarco. Light rail station to be constructed nearby by 2025. ,,,,,,,,,,,,
,Denmark,2021-04-19,Hanssen family,Micro Matic,Odense,Industrial,Office,,,,,138,"21,290","6,480","Sale-leaseback on a 10 year WAULT. Micro Matic offers various beverage dispense equipments. Partly vacant property, located in Højme outside of Odense. ",,,,,,,,,,,,
,Denmark,2021-04-19,Genesta,Castellum,Copenhagen,Office,,,,,,778,"32,480","23,950","“Neroport” office building in Ørestad with Ferring Pharmaceuticals as anchor tenant sold after a holding period of five years. Ferring about to move out, leaving the occupancy rate at 34%. Genesta to conduct a thorough refurbishment when so.  ",,,,,,,,,,,,
,Denmark,2021-04-13,Niam,Birch Ejendomme,Five cities,Residential,,,,,,"1,500","70,000","21,430","10 properties with a total of 646 row houses and 136 rental apartments, located in Aarhus, Frederica, Kolding, Randers and Silkeborg. To be finalized between 2021 and 2023. Yield 4.5-5.0% according to EjendomsWatch. ",,,,,,,,,,,,
,Denmark,2021-04-12,Industriens Pension,KPC Ejendomsudvikling,Aarhus,Residential,,,,,,500,"16,800","29,760","190 newly built apartments, ranging from 56 to 126 sqm, in former industrial area Åbyhøj, near Aarhus. ",,,,,,,,,,,,
,Denmark,2021-04-07,n.a.,Patrizia,Copenhagen,Residential,,,,,,n.a.,"8,200",n.a.,Patrizia has in a block sale sold 99 remaining apartments in the two properties Kongegården and Christiangården after an almost similar number has been sold individually. Swedish buyer according to EjendomsWatch. ,,,,,,,,,,,,
,Denmark,2021-04-06,Stensdal Group,Roche,Hvidovre,Industrial,Office,,,,,16,"6,400","2,500","Former head office for the pharmaceutical company Roche, staying on as a tenant for 12 additional months.  ",,,,,,,,,,,,
,Denmark,2021-04-06,Blackbrook Capital,n.a.,Copenhagen area,Industrial,,,,,,n.a.,"42,000",n.a.,"Logistics property located west of Copenhagen and described as a cross-dock re-distribution terminal. Property to continue to be rented out to Danske Fragtmænd. Although unconfirmed by the buyer, the land register shows that the transport company’s freight terminal in Taastrup has been sold for 601 DKKm to a Blackbrook-company.",,,,,,,,,,,,
,Denmark,2021-03-31,Wihlborgs,C. Reinhardt,Ballerup,Office,Retail,,,,,120,"10,200","11,760","Property located at Industriparken 21 in Ballerup, being Wihlborg’s 11th property in the area. Sale-leaseback, C. Reinhardt to lease about half of the building on a 7 year lease. Other tenants include Renault, Xerox, Maxi Zoo and Henkel. ",,,,,,,,,,,,
,Denmark,2021-03-25,Barfoed Group,Odense Letbane,Odense,Development,,,Residential,,,n.a.,n.a.,n.a.,Barfoed Group to construct 46 youth housing units. ,,,,,,,,,,,,
,Denmark,2021-03-24,NREP,NRE,Copenhagen,Residential,,,,,,n.a.,n.a.,n.a.,"Newly built housing project named “The Residence CPH”, consisting of 179 apartments located in Sydhavnen. ",,,,,,,,,,,,
,Denmark,2021-03-24,AP Pension,By & Havn,Copenhagen,Development,,,Office,,,n.a.,"8,200",n.a.,"Building plot in Nordhavn, 28,000 sqm of office premises to be built. Sold by the City of Copenhagen´s area development company By & Havn. ",,,,,,,,,,,,
,Denmark,2021-03-17,Pareto,Birch Ejendomme,Aarhus,Residential,,,,,,n.a.,"10,950",n.a.,"Residential project of 110 apartments in Blomsterhaven, a new residential area in northwestern Aarhus.",,,,,,,,,,,,
,Denmark,2021-03-09,Oak Bolig,Remien and Hartvigsen families,Aarhus,Residential ,,,,,,>30,830,"~36,000","Property with 11 apartments bought by Oak Bolig I, co-founded by the Ankjær family. Funds total investments currently amounts to 150 DKKm, mainly located to Horsens.    ",,,,,,,,,,,,
,Denmark,2021-03-09,Ordnung Office Hotel,Uma Workspace/Technopolis,Copenhagen,Office,,,,,,n.a.,"2,000",n.a.,Office hotel located at Rådhuspladsen. Ordnung now operating 12 office hotels in Copenhagen and one in Odense. Uma Workspace owned by Technopolis. ,,,,,,,,,,,,
,Denmark,2021-03-09,Oak Bolig,Remien and Hartvigsen families,Aarhus,Residential ,,,,,,>30,830,"~36,000","Property with 11 apartments bought by Oak Bolig I, co-founded by the Ankjær family. Funds total investments currently amounts to 150 DKKm, mainly located to Horsens.    ",,,,,,,,,,,,
