,Country,Date,Buyer,Seller,Location,Property type,Property type 2 (use drop-down menu),Main use (if Mixed use),Use (if Development/Building rights),Comment (if Redevelopment),Comment (if Other),"Price, MSEK","Area, m2","Price, SEK/m2",Comments,Comments from Friday meeting,Yield,Project name,Broker,BRE received,Received by,BRE reviewed,BRE bid,Souce,
,Sweden,2022-05-23,Logistea,Borgunda Bygghandel,Skövde,Logistics,Industrial,,,,,79,"5,100","15,569",Two properties strategically located in the retail area Stallsiken. Fully let to 3 tenants. WAULT of 14 years,,,,,,,,,,
,Sweden,2022-05-23,Wihlborgs,SPP,Malmö,Office,,,,,,390,"11,000","35,450",Office buidling located 500m from Malmö central station. Fully let to Sweco ,,,,,,,,,,
,Sweden,2022-05-23,Deas,SPP,Malmö,Office,,,,,,n.a.,"4,400",n.a.,"Price estimated above 200mSEK (45 500 SEK/sqm) by FV. The property was built in 2012 and comprises office, a healthcare center and a restaurant. SPP have divested all commercial properties in Malmö now ",,,,,,,,,,
,Sweden,2022-05-23,SLP,Grindholmen Holding AB,Stenungsund,Logistics,Industrial,,,,,63,"5,700","11,050",SLP acquires the single tenant and fully let property Smederöd 1:10 in Stenungsund municipality,,,,,,,,,,
,Sweden,2022-05-23,Genova,SBB,Norrtälje,Public use,Industrial,,,,,153,"10,800","14,170",Two properties. A majority of the rental income stems from a high school. Estimated NOI of 7.2mSEK and WAULT of 4.3 years ,,,,,,,,,,
,Sweden,2022-05-20,Sidsjö Fastigheter AB,Executive Property Europe AB,Storlien,Hotel,,,,,,n.a.,n.a.,n.a.,"The transaction include a hotel with 40 rooms, a ski resort and several other properties including 3,200 hectare of land",,,,,,,,,,
,Sweden,2022-05-19,Genova,Oscar Properties,Järfälla,Industrial,,,,,,95,"4,200","22,619",Valuation of 100 mSEK. NOI of 5.3 mSEK,,,,,,,,,Nordic Property News,
,Sweden,2022-05-19,Doxa,SLP,Malmö,Retail,,,,,,144,"11,000","13,091",Agreed property valuation is 20% over the latest market valuation,,,,,,,,,,
,Sweden,2022-05-19,Local actor,Sydö,Lund,Development,,,Residential,,,n.a.,n.a.,n.a.,64 rental apartments and ~911 sqm of other premises,,,,,,,,,,
,Sweden,2022-05-19,Månsbro Fastigheter,n.a.,Södertälje,Residential,,,,,,n.a.,"4,452",n.a.,"One property with 69 apartments, four commercial premises and 15 garage places",,,,,,,,,,
,Sweden,2022-05-19,Doxa,SLP,Malmö,Retail,,,,,,144,"11,000","13,090",A retail property located in proximity to Inre Ringvägen. Estimated rental value of 16.4mSEK. Greg Dingizian and Erik Selin are equity owners in seller as well as in buyer  ,,,,,,,,,,
,Sweden,2022-05-19,Unknown (local buyer),Sydö Property,Lund,Residential,,,,,,n.a.,n.a.,n.a.,"Forward purchase of residential property in Brunnshög, Lund. The project includes 64 apartments and 933 sqm of commecial premises",,,,,,,,,,
,Sweden,2022-05-18,Oscar Properties,n.a.,"Falun, Hudiksvall, Kumla, Tranås, Växjö",Logistics,Industrial,,,,,"1,050","161,500","6,502",Oscar arranged debt financing for the acquisition at a rate of 3.5%. Fully let. Net initial yield of 6.2% ,,,,,,,,,,
,Sweden,2022-05-18,Oscar Properties,n.a.,"Falun, Hudiksvall, Kumla, Tranås, Växjö",Logistics,Industrial,,,,,"1,050","161,500","6,502",Oscar arranged debt financing for the acquisition at a rate of 3.5%. Fully let. Net initial yield of 6.2% ,,,,,,,,,,
,Sweden,2022-05-18,Gladsheim,Hallbergs Hyreshus,Karlskoga,Residential,,,,,,65,"9,818","6,620",3 properties with 83 apartments in Karlskoga. 78% of area residential and 22% commercial,,,,,,,,,,
,Sweden,2022-05-18,SLP,Industrilås i,Nässjö,Logistics,,,,,,68,"12,700","5,354",A sale and lease back-transaction. 9-year lease agreement. ,,,,,,,,,,
,Sweden,2022-05-16,Aros Bostadsutveckling AB,ALM Equity,Stockholm,Building rights,,,Residential,,,n.a.,n.a.,n.a.,"A portfolio of 1,600 building rights. ALM Equity will receive shares in Aros as payment",,,,,,,,,,
,Sweden,2022-05-16,Aros Bostadsutveckling AB,ALM Equity,Stockholm,Building rights,,,Residential,,,n.a.,n.a.,n.a.,"A portfolio of 1,600 building rights. ALM Equity will receive shares in Aros as payment",,,,,,,,,,
,Sweden,2022-05-13,Strandgården Family Office,Lustgården,Saltsjöbaden,Hotel,,,,,,n.a.,"10,000",n.a.,"Just over 100 rooms. The buyer is run by Mikael Solberg, who used to be one of the owners of the seller",,,,,,,,,,
,Sweden,2022-05-13,Stenhus fastigheter,Nötudden,23 cities,Retail,Office,,,,,"6,400","473,840","13,507","58 properties. Cities include Stockholm, Malmö, Karlstad, Nyköping and Helsinborg",,,,,,,,,,
,Sweden,2022-05-13,Strandgården Family Office,Lustgården,Saltsjöbaden,Hotel,,,,,,n.a.,"10,000",n.a.,"Just over 100 rooms. The buyer is run by Mikael Solberg, who used to be one of the owners of the seller",,,,,,,,,,
,Sweden,2022-05-12,Barings,Örebro kommun,Örebro,Development,,,Logistics,,,n.a.,"30,000",n.a.,"The property is called Ånsta 20: 160 and is located next to the property of 18,000 sqm which Barings bought in December 2020. Savills has the rental assignment.",,,,,,,,,,
,Sweden,2022-05-11,Nivika,Ås Härads Fastigheter,Borås,Other,,,,,,"1,500",n.a.,n.a.,"Exlusivity, not an APA",,,,,,,,,,
,Sweden,2022-05-11,Peterson and Hansson,SBB,Falkenberg,Development,,,Residential,,,134,"18,500","7,243","The price for the building rights is SEK 5,250 per sqm at the time of closing and an additional SEK 2,000 per sqm in connection with the completion of the construction. In total, this is mSEK 97 at the time of closing and mSEK 37 at completion. SBB will also receive a 30% share in the upcoming profit. Construction is scheduled to start in 2022.",,,,,,,,,,
,Sweden,2022-05-11,n.a.,Serafim,"Sollentuna, Täby, Upplands Väsby",Industrial,,,,,,305,n.a.,n.a.,The agreed property value amounts to SEK 305 m. The seller's advisor in the transaction was Colliers. The buyer has chosen not to be public in the deal and is unknown to FV.,,,,,,,,,,
,Sweden,2022-05-11,Logicenters,ICA Fastigheter,Kallhäll,Development,,,Logistics,,,n.a.,"53,000",n.a.,Just over two Swedish miles outside of central Stockholm. Planned completion in the Fall of 2024,,,,,,,,,,
,Sweden,2022-05-10,Gladsheim,Fastator,"Skövde, Jönköping, Falköping",Residential,,,,,,630,"29,957","21,030",324 apartments. Fastator held its stake for 1 year,,,,,,,,,,
,Sweden,2022-05-09,Unnamed Brf,n.a.,Sundbyberg,Residential,,,,,,n.a.,n.a.,"46,000","The plan included 1.5% interest, while today interest rates are between 2% and 2.5%",,,,,,,,,,
,Sweden,2022-05-09,Logistea,Profura,n.a.,Logistics,,,,,,745,"121,000","6,157",14 properties. C&W as sell-side advisor. Logistea's largest acquisition until now,,,,,,,,,,
,Sweden,2022-05-09,K-fastigheter,SBB,Höganas,Building rights,,,Residential,,,50,n.a.,n.a.,"Below market update threshold, but relevant as BRE recently discussed building rights",,,,,,,,,,
,Sweden,2022-05-09,Fortinova,Private Person,"Kungsbacka, Varberg",Residential,Public use,,,,,n.a.,"5,842",n.a.,"2 properties. 45 apartments, a highschool and some small commercial spaces",,,,,,,,,,
,Sweden,2022-05-06,Vectura,Immobilia Fastigheter,Birsta,Office,,,,,,n.a.,"13,000",n.a.,"Patricia Industries owns the buyer, Vectura and the new tenant, Permobil",,,,,,,,,,
,Sweden,2022-05-06,Företagsparken,n.a.,"Sundsvall, Borås, Västerås, Lidköping, Trollhätan",Other,,,,,,430,n.a.,n.a.,"12 properties in 4 four transactions. Property type not announced, but likely LI or logistics as that is the investment mandate",,,,,,,,,,
,Sweden,2022-05-05,Trophi,n.a.,"Stockholm, Uppsala",Retail,,,,,,100,"2,400","41,667",2 properties. MatDax and Coop as tenants in the Stockholm property. Uppsala property is in the Bolanderna shoping center,,,,,,,,,,
,Sweden,2022-05-03,ICA Fastigheter,Alecta,Helsinborg,Logistics,,,,,,"2,300","105,600","21,780",ICA buys Alecta's 50% percent stake in Långeberga logistik,,,,,,,,,,
,Sweden,2022-05-03,Sehlhall,n.a.,"Stockholm, Linköping",Building rights,,,Public use,,,n.a.,"7,400",n.a.,2 properties. Ready-to-build building rights. Sehlhall plans to build sustainable group housing. ,,,,,,,,,,
,Sweden,2022-05-02,NP3,n.a.,"Skellefteå, Östersund, Borlänge, Örebro and Piteå",Industrial,,,,,,365,"47,800","7,636",6 transactions. 8 properties with 98% occupancy,,,,,,,,,,
,Sweden,2022-05-02,SLP,Ätteläggen Invest,Södertälje,Development,,,Logistics,,,140,"6,500","21,538",A logistics building will be built,,,,,,,,,,
,Sweden,2022-04-29,JM,n.a.,Huddinge,Development,,,Residential,,,270,"7,000","38,571",5 properties with office and business premises. 600 residential units planned,,,,,,,,,,
,Sweden,2022-04-28,n.a.,SBB,n.a.,Other,,,,,,n.a.,n.a.,n.a.,Part of a 2.5 SEKb Nordic divestiture ,,,,,,,,,,
,Sweden,2022-04-28,Green Park,JM,Lidingö,Other,,,,,Parking and commercial,n.a.,"6,000",n.a.,Tango as sell-side advisor,,,,,,,,,,
,Sweden,2022-04-28,NREP,Stockholms Stad,Vällingby,Retail,,,,,,"1,680","76,206","22,046","Divided into six properties is included in the deal. About half of the area is retail space, with upwards of 90 stores",,,,,,,,,,
,Sweden,2022-04-27,Lundbergs,China Investment Corporation,Linköping,Logistics,,,,,,n.a.,n.a.,n.a.,"Tango as sell-side advisor. Development potential. Plot area of 23,000 sqm",,,,,,,,,,
,Sweden,2022-04-27,Genesta,Wästbygg Gruppen,Enköping,Development,,,Logistics,,,945,"80,000","11,813","Plot area of 133,000. Project slated to finish in fall 2023",,,,,,,,,,
,Finland,2022-04-27,Sagax,n.a.,n.a.,Other,,,,,,n.a.,n.a.,n.a.,"Sagax has through 13 separate transactions acquired 80 properties for the equivalent of SEK 1,285 million. The acquisitions will be reported in Sagax’s segments France (SEK 962 million), Finland (SEK 179 million), Sweden (SEK 71 million), Spain (SEK 63 million) and the Netherlands (SEK 10 million)",,,,,,,,,,
,Sweden,2022-04-26,Företagsparken,"Fastator, various","Norrköping, Nynäshamn (+)",Other,,,,,,385,"34,000","11,324",12 properties. Rental income of 25 SEKm ,,,,,,,,,,
,Sweden,2022-04-25,n.a.,Corem,"Stockholm, Malmö",Industrial,,,,,,73,"5,000","14,600",Novier as sell-side advisor in Stockholm,,,,,,,,,,
,Sweden,2022-04-21,Vectura,Skanska,Lund,Development,,,Office,,,570,"10,500","54,286","Office project, ""The Loop"". Catella as sell-side advisor",,,,,,,,,FV,
,Sweden,2022-04-20,Midstar,Maxus,Täby,Hotel,,,,,,n.a.,n.a.,n.a.,Scandic Täby. Pangea as sell-side advisor. Savills buy-side advisor,,,,,,,,,FV,
,Sweden,2022-04-20,Sydsvenska Hem AB,Investment Ab Romare,Helsingborg,Public use,,,,,,109,"3,200","34,063",The largest tenants are the upper secondary schools Thorén Innovation School and Campeon. The property also has three residential apartments.,,,,,,,,,FV,
,Sweden,2022-04-14,Oscar Properties,n.a.,"Uppsala, Norrköping, Linköping",Industrial,,,,,,159,"9,684","16,419","Three properties. 3,760 sqm building rights",,,,,,,,,FV,
,Sweden,2022-04-14,Trappan,Obos,Karlskrona,Office,,,,,,n.a.,"6,600",n.a.,World Trade Center. Cushman & Wakefield as sell-side advisor,,,,,,,,,FV,
,Sweden,2022-04-12,Lidéns Fastigheter,NR 16,Stockholm,Residential,,,,,,58,570,"101,754",The property contains 3 apartments and five other premises,,,,,,,,,"Datscha, FV",
,Sweden,2022-04-12,Real Fastigheter,Invexito,Karlskrona,Public use,Industrial,,,,,93,"17,821","5,219","98% occupancy. Tenants include police, Karlskrona kommun and the maritime and transportation museums ",,,,,,,,,Datscha,
,Sweden,2022-04-12,Atrium Ljungberg,Stockholms Stad,Stockholm,Development,,,Office,,,262,n.a.,n.a.,A seven story office building with a new subway entrance on the ground floor,,,,,,,,,Datscha,
,Sweden,2022-04-12,Linköpings kommun,Akademiska Hus,Linköping,Development,,,,,,150,"110,000","1,364",3 separate plots. Linköpings kommun plans expand Vallastaden,,,,,,,,,"Datscha, Akademiskahus",
,Sweden,2022-04-11,Lidéns Fastigheter,Private individuals,Stockholm,Residential,,,,,,41,n.a.,n.a.,Lidéns first acquisition in Stockholm (Bromma). Newsec as sell-side advisor,,,,,,,,,FV,
,Sweden,2022-04-07,Trappan,Framtidsverket,Jönköping,Industrial,,,,,,67,"2,450","27,143",New Property as sell-side advisor. Light industrial in Jönköping and Hedentorp (new development),,5.1%,,,,,,,"Datscha, FV",
,Sweden,2022-04-07,Bostadsrättsföreningen Hårsta Backe,Järfällahus,Järfälla,Residential,,,,,,275,"13,559","20,282",149 apartments and 3 other premises,,,,,,,,,"Datscha, FV",
,Sweden,2022-04-06,Nivika,Varbergs Stenfastigheter,Halmstad,Residential,,,,,,135,n.a.,n.a.,88 apartments. Fully let,,,,,,,,,,
,Sweden,2022-04-05,Alfa Laval,Stendörren,Eskilstuna,Industrial,,,,,,195,"19,682","9,908",The buyer is the only tenant,,,,,,,,,,
,Sweden,2022-04-05,Stockholmshem,NCC,Västertorp,Development,,,Residential,,,180,n.a.,n.a.,91 new rental units. The project is a turnkey contract in partnering form with an order value of approximately SEK 180 million. Construction is expected to start in the spring of 2022 and to be completed in the spring of 2024,,,,,,,,,,
,Sweden,2022-04-05,ROC Properties,"Kilenkrysset AB, Bockasjö","Rosersberg, Eskilstuna",Logistics,,,,,,700,"36,129","19,375","The sellers, Kilenkrysset and Bockasjö are two of the partners in Roc Properties, the third is Frankenius Equity.",,,,,,,,,,
,Sweden,2022-04-04,Fabege AB, Revelop,Älvsjö,Office,,,,,,812,"22,000","36,909",Four buildings build in 1996. A fifth building from 1917. And future project opportunities in an ongoingland development plan.,,,,,,,,,,
,Sweden,2022-04-04,JM,Norrman & Son,Järfälla,Development,,,Residential,,,165,"6,652","24,805",3 properties. The properties are estimated to have the possibility of developing approximately 450 rental units with expected production start in 2028,,,,,,,,,,
,Sweden,2022-04-04,JM,Kungsleden,Västerås,Building rights,,,,,,120,n.a.,n.a.,,,,,,,,,,,
,Sweden,2022-04-04,Bonnier Fastigheter,ICA Fastigheter,Västerås,Retail,,,,,,"2,500","132,252","18,903",46 properties,,,,,,,,,,
,Sweden,2022-04-01,Heba Fastighets AB, n.a.,Uppsala,Public use,Development,,Residential,,,420,n.a.,n.a.,Acquisition of a nursing home with 70 apartments and 47 newly produced rental apartments,,,,,,,,,,
,Sweden,2022-04-01,Serena Properties,"CapMan, Varma and Cavendo",Kungens Kurva,Retail,,,,,,"1,500","49,000","30,612","The property has about fifty tenants, of which the largest are Filmstaden, followed by MIO, MediaMarkt, XXL and Willy’s. The property also has Padel United with nine newly built paddle courts, SATS training center and about twenty restaurants.",,,,,,,,,,
,Sweden,2022-03-31,Catena,Halmslätten,Umeå and Halmstad,Logistics,,,,,,"1,520","72,985","20,826",Price is prior to deferred tax deduction. 2 properties buit In 2009 and 2015. Both properties have Martin & Servera (restaurant wholesaler) as tenant,,,,,,,,,,
,Sweden,2022-03-31,Skanska Förvaltningsfastigheter ,Skanska Kommersiell Fastighetsutveckling,Malmö,Office,,,,,,750,"12,000","62,500",Two fully let buildings completed in 2020. Internal transaction,,,,,,,,,,
,Sweden,2022-03-30,Barings,NCC,Gothenburg,Development,,,Logistics,,,530,"34,000","15,588",Location adjacent to the Port of Gothenburg and alongside highway 155,,,,,,,,,,
,Sweden,2022-03-29,Skanska,n.a.,Umeå,Development,,,Residential,,,320,n.a.,n.a.,"Second phase comprising 99 Nordic Swan Ecolabelled apartments, out of a total of 160",,,,,,,,,,
,Sweden,2022-03-28,Point Properties,Diös,"Gävle, Falun, Umeå, Skellefteå",Retail,,,,,,737,"46,063","16,000",6 properties,,,,,,,,,,
,Sweden,2022-03-28,Skandia Fastigheter,Akademiska Hus,Gothenburg,Development,,,,,,n.a.,"10,000",n.a.,"The property is rented predominantly by the University of Gothenburg, which plans to move its operations to new premises on Medicinareberget. Skandia Fastigheter sees opportunities to add new value by developing the property for new businesses.",,,,,,,,,,
,Sweden,2022-03-24,Allianz,"Infrahubs, Caetella",Norrköping,Logistics,,,,,,880,"70,000","12,571",The property is fully leased to Postnord TPL AB with a lease of 10 years and an annual rental value of approximately SEK 34 million.,,,,,,,,,,
,Sweden,2022-03-22,Arlandastad Group,Vinci Airports,Nyköping,Development,,,Other,,Airport,117,"32,481","3,602",Arlandastad Group acquires 90.1 percent in Stockholm Skavsta Flygplats AB and develops land in partnership with Nyköping Municipality. ,,,,,,,,,,
,Sweden,2022-03-21,Oscar Properties,DSAM Sverige,Veddesta,Industrial,Mixed use,,,,,217,"7,987","27,169",3 properties,,,,,,,,,,
,Sweden,2022-03-21,St. Erik Markutveckling,Stockholms Kommun,Årsta,Development,,,,,,676,"28,021","24,125",2 properties in an internal transaction,,,,,,,,,,
,Sweden,2022-03-18,Logicenters,Veidekke,Greater Stockholm,Development,,,Industrial,,,n.a.,"206,000",n.a.,"Initial plan is to constuct a new 50,000 sqm facility",,,,,,,,,,
,Sweden,2022-03-18,Nivika,Gilbert Jönssons Måleri,Växjö,Residential,Public use,,,,,97,"4,168","23,273",2 fully let properties,,,,,,,,,,
,Sweden,2022-03-17,Emilshus,Nyfosa,Östergötland,Other,,,,,,947,"111,000","8,532",13 properties,,,,,,,,,,
,Sweden,2022-03-17,NREP,Skanska,Stockholm,Residential,,,,,,580,"9,100","63,736",145 rental apartments in 4 properties,,,,,,,,,,
,Sweden,2022-03-16,Västerhuset,Catena,Jönköping,Mixed use,,,,,,141,"12,450","11,325",2 properties,,,,,,,,,,
,Sweden,2022-03-14,Företagsparken,n.a.,Eskilstuna,Other,,,,,,120,"10,000","12,000",5 properties,,,,,,,,,,
,Sweden,2022-03-11,Månsbro,BRT,Eskilstuna,Industrial,,,,,,100,"6,474","  15,446 ",1 property,,,,,,,,,,
,Sweden,2022-03-10,Podium,Nyfosa,Eskilstuna,Retail,Office,,,,,145,"7,272","  19,939 ",2 properties,,,,,,,,,,
,Sweden,2022-03-09,Vendus,Venandi,Fallköping (+),Retail,,,,,,"2,000","89,241","  22,411 ","Carnegie Investment Bank has in collaboration with Venandi Fastigheter and MEL & ME Fastighet created a new real estate company, Vendus",,,,,,,,,,
,Sweden,2022-03-09,Skanksa,City of Stockholm,Hammarby Sjöstad,Development,,,Office,,,340,"6,600","  51,515 ",Skanska plans to develop two office buildings,,,,,,,,,,
,Sweden,2022-03-04,NP3,n.a.,Skellefteå,Public use,,,,,,210,"15,700","  13,376 ",4 properties mostly rented to Region Västerbotten and the kommun,,,,,,,,,,
,Sweden,2022-03-03,Alutra,"Curahill, Engelbrekt, Magne","Sigtuna, Nacka, Sollentuna",Public use,,,,,,"1,000",n.a.,n.a.,5 properties in three transactions,,,,,,,,,,
,Sweden,2022-03-02,Månsbro,n.a.,Södertälje,Residential,,,,,,n.a.,"4,852", n.a.,3 properties with 68 apartments and 3 commercial premises,,,,,,,,,,
,Sweden,2022-03-01,Logistea,Profura,Härryda,Office,Industrial,,,,,770,"125,000","  6,160 ",15 properties,,,,,,,,,,
,Sweden,2022-03-01,Telge Fastigheter,Regio,Södertälje,Retail,Office,,,,,125,"3,918","  31,904 ",,,,,,,,,,,
,Sweden,2022-03-01,Diös,Cleverboi,Skellefteå,Residential,,,,,,118,"5,500","  21,455 ",3 properties,,,,,,,,,,
,Sweden,2022-02-28,Diös,Mecastell Förvaltnings,"Borlänge, Falun",Residential,Hotel,,,,,564,"36,000","  15,667 ",12 properties,,,,,,,,,,
,Sweden,2022-02-28,Northvolt,Stora Enso,Borlänge,Industrial,,,,,,n.a.,"900,000", n.a.,"Northvolt will build a battery factory with 1,000 to be employed",,,,,,,,,,
,Sweden,2022-02-25,Bohild,Sydsvenska Hem,Helsingborg,Residential,,,,,,230,"8,600","  26,744 ",215 aparments,,,,,,,,,,
,Sweden,2022-02-23,Regio,Castellum,Gävle,Office,Public use,,,,,"2,300","107,000","  21,495 ",,,,,,,,,,,
,Sweden,2022-02-23,F60 AB,Arlandastad,Arlandastad,Development,,,Industrial,,,522,"125,000",," The buyer is Arlandastad F60 AB, a JV company that is half owned by Arlandastad and half by Swiss Life Asset Managers (formerly NRP) and Cavandium.",,,,,,,,,,
,Sweden,2022-02-22,Bonava,Bostads AB Mimer,Västerås,Building rights,,,Residential,,,133,n.a.,n.a.,270 building rights,,,,,,,,,,
,Sweden,2022-02-21,NP3,,"Sundsvall, Gävle (+)",Industrial,Mixed use,,,,,546,"35,500","  15,380 ",4 deals. 16 properties with 1 of the properties accounting for the majority of the pruchase price,,,,,,,,,,
,Sweden,2022-02-21,Lansa,TB-Gruppen,Knvista,Development,,,Residential,,,n.a.,n.a.,n.a.,247 apartments. Move-in slated for 2024,,,,,,,,,,
,Sweden,2022-02-21,NREP,Vasparken BOAB,Tyreso,Residential,,,,,,n.a.,n.a.,n.a.," As early as next year, the first tenants will enter the properties that NREP will own in the long term.",,,,,,,,,,
,Sweden,2022-02-21,ESS,Familjen Norlen,Hindås,Hotel,,,,,,n.a.,"4,559",n.a.,"The property that ESS now takes over the operation of and also the ownership contains 90 rooms, of which 63 are single rooms and 27 double rooms. There are also 10 conference rooms and meeting rooms as well as 13 group rooms.",,,,,,,,,,
,Finland,2022-02-17,Nyfosa,Partners Group,Diverse,Mixed use,,,,,,200,"222,000",901,"Transaction includes Niagara 2 in Malmö, 21,300 sqm built in 2015 and centrally located in Västra Hamnen in Malmö with Malmö University being the main tenant, and Näsby 34:24, 33,400 sqm of former regimental buildings in Kristianstad, Kristianstad University being the tenant. WAULT of 4.5 years.",,,,,,,,,,
,Finland,2022-02-17,Revcap,Trevian,Helsinki,Office,,,,,,n.a.,"15,000","6,163",Two seven-story interconnected buildings,,,,,,,,,,
,Sweden,2022-02-16,Heimstaden,VBAB,Jönköping,Residential,,,,,,"1,700","62,481","27,208",38 properties. 806 residential units and 21 new attic apartments under construction,,,,,,,,,,
,Sweden,2022-02-15,LOGISTEA AB,S'A ENKÖPING AB,Enköping,Industrial,,,,,,300,"15,049","19,935",,,,,,,,,,,
,Sweden,2022-02-15,ADR FASTIGHETER AB,GENOVA PROPERTY GROUP AB,Järfälla,Hotel,,,,,,215,"5,600","38,304",,,,,,,,,,,
,Sweden,2022-02-15,Akka Egendom,Heimstaden,"Eslöv, Klippan, Örkelljunga",Residential,,,,,,n.a.,"32,000",n.a.,"21 properties. BOA of ~26,500 sqm distributed over 395 apartments.",,,,,,,,,,
,Sweden,2022-02-15,GENOVA FASTIGHETER AB,ADR FASTIGHETER AB,Nyköping (+),Residential,Industrial,,,,,104,"6,038","17,224",,,,,,,,,,,
,Finland,2022-02-14,Areim,Valio Pension Fund,Helsinki,Office,,,,,,n.a.,"6,000","6,163",Refurbishment is planned,,,,,,,,,,
,Sweden,2022-02-11,SLP,Fastighets Ab Mösserberg,Mösserberg,Logistics,,,,,,134,"17,400","7,701",Part of the property is under construction,,,,,,,,,,
,Sweden,2022-02-10,Diös,n.a.,Luleå,Office,,,,,,118,"4,300",27326,Two properties,,,,,,,,,,
,Sweden,2022-02-10,Invesco,Alpy AB,Helsingborg,Logistics,,,,,,n.a.,"17,400",n.a.,Sale-leaseback,,,,,,,,,,
,Sweden,2022-02-09,Trelleborgs Kommun,Catena,Trelleborg,Development,,,,,,129,"24,300",5309,"Plot is 142 000 sqm Property secures land access to Business Center Trelleborg from the evacuation road, port entrance and ring road",,,,,,,,,,
,Sweden,2022-02-09,Akka Egendom AB,Lyckos,Kristianstad,Residential,,,,,,n.a.,n.a.,n.a.,57 apartments,,,,,,,,,,
,Sweden,2022-02-08,Citycon,Botrygg,Stockholm,Residential,,,,,,722,n.a.,n.a.,Forward agreement. 200 rental and freehold apartments,,,,,,,,,,
,Sweden,2022-02-07,SBF,Trabo,Tranås & Årjäng,Residential,,,,,,650,n.a.,n.a.,"21 properties with 551 apartments, of which 18 properties and 514 apartments are located in Tranås",,,,,,,,,,
,Sweden,2022-02-07,Tritax Eurobox,Verdion,Rosersberg,Development,,,Logistics,,,402,"27,500",14618,"Verdion will develop and manage the current logistics property. There will be a logistics facility, divided into two units, totalling 17,300 sqm. The property is located next to the one that Tritax bought in the autumn of 2021.",,,,,,,,,,
,Sweden,2022-02-07,SLP,City of Landskrona,Landskrona,Development,,,,,,n.a.,"5,437",n.a.,"Pharmaxim AB has signed a 10-year lease agreement for 3,637 square meters. The annual rent amounts to a total of SEK 2,520,000. Pharmaxim is scheduled to move in in March 2023. Building permit will be submitted in the first quarter of 2022.",,,,,,,,,,
,Sweden,2022-02-04,Jernhusen,Nordic Sugar,Arlöv,Development,,,Other,,Maintenance depot,n.a.,"66,000",n.a.,The agreement covers land for depot buildings and tracks. Jernhusen will run a detailed plan for a maintenance depot.,,,,,,,,,,
,Sweden,2022-02-04,Prologis,Fritads Viared Fastighets AB,Borås,Industrial,,,,,,n.a.,"21,970",n.a.,"Sale-leaseback. The property has a ceiling height of 11.7 meters and a maximum floor load of 20,000 kilograms per square meter. The property is equipped with LED lighting and sprinkler systems.",,,,,,,,,,
,Sweden,2022-02-04,Fortinova,n.a.,Göteborg (+),Office,Retail,,,,,299,16901,17691,"2 properties in Göteborg, 1 in Kungsbacka and 2 in Trollhättan",,,,,,,,,,
,Sweden,2022-02-03,Tilia,Ekhaga Utveckling,Nacka,Retail,,,,,,235,"5,200",45192,"Sicklaön 38:18, or Kvarnholmens Centrum, comprises 3,200 sqm of lettable area. Sicklaön 38:15, or Havrekvarnen, comprises 2,000 sqm of lettable area for premises in production. ",,,,,,,,,,
,Sweden,2022-02-03,SBB,"KIFAB Kalmar, HB Telemarken",Kalmar,Other,,,,,No info,2673,"136,000",19654,Rental income in the 2022 level amounts to approximately SEK 158 million.,,,,,,,,,,
,Sweden,2022-02-03,PATRIAM AB,n.a.,Bromma,Residential,,,,,,n.a.,n.a.,n.a.,70 Apartments,,,,,,,,,,
,Sweden,2022-02-03,CA Fastigheter,n.a.,Malmö,Industrial,,,,,,n.a.,"3,700",n.a.,"CA's portfolio in Malmö now amounts to 75,000 sqm excluding project development area Lomma Norra.",,,,,,,,,,
,Sweden,2022-02-03,Slättö & Holmström,Klippudden Fastigheter,Kalmar (+),Other,,,,,No info,"1,700",n.a.,n.a.,36 properties in Kalmar. 4 in Borgholm. 2 in Linköping. 2 in Norrköping,,,,,,,,,,
,Sweden,2022-02-02,Areim,Pebodagruppen,Haninge,Industrial,,,,,,691,"38,000","18,184 ","10 Properties in Haninge (handen light industrrial area). Avg. rent of 1000 SEK/sqm is way below market rent of 1300-1400 SEK/sqm. The initial yield is around 3,9%",,3.90%,Project Wilbur,Catella,Yes,,Yes,620,,
,Sweden,2022-02-02,Trappan,EIG Sverige,n.a.,Other,,,,,No info,n.a.,"16,000",n.a.,6 Properties,,,,,,,,,,
,Sweden,2022-02-02,Revelop,Västsvensk Logistik,Mölndal,Industrial,,,,,,665,39937,16651,,,,,,,,,,,
,Sweden,2022-02-01,Areim,Capman,Stockholm,Office,,,,,,"1,550 ","29,000 ","53,448 ","Areim's plan is to develop the properties through modernisations both internally and externally, tailor premises for new tenants and create a more vibrant and accessible ground floor. Lybrobäck, Ladugårdsgränd. Two value-add properties with rents between 2500-3500 SEK/sqm (asking rent at 4000-5000 SEK/sqm)",,,,Catella,,,,,,
,Sweden,2022-02-01,SMB,SBB,"Stockholm, Örnsköldsvik ",Public use,,,,,,2700,n.a.,n.a.,"The property Bremen 3 in Värtahamnen in Stockholm, which has the Administrative Court as a tenant. The other two are two new police departments to be built in Örnsköldsvik and Sälen respectively with the Police Authority as tenants on 15-year leases. ",,,,,,,,,,
,Sweden,2022-01-31,Företagsparken,Serafim,Sollentuna (+),Other,,,,,,209,n.a.,n.a.,"A portfolio of properties in Sollentuna, Upplands Väsby, Sigtuna, Botkyrka, Södertälje",,,,,,,,,,
