1,2,3,4,5,6,7,8,9,10,11,,,,,,,
,Finland,2023-11-09,Sagax,n.a,n.a,Warehouse,11.8,n.a.,n.a.,"Sagax has acquired one property in Finland and one property in the Netherlands in two separate transactions. The properties have a total lettable area of 16,900 square meters, mainly consisting of premises for warehouse and industrial purposes. Closing of the Finnish property has taken place during the Q4 2023 (11.8 MEUR).",,,,,No,,
,Finland,2023-11-08,HOK-Elanto,Cibus Nordic Real Estate,Helsinki,Retail,9.0,n.a,n.a.,HOK-Elanto (S Group) acquires two properties in the Helsinki region for EUR 9 million which is consistent with the reported property value.,,,,,No,,
,Finland,2023-11-07,Capman Hotels II,Local investors / n.a.,Oulu,Hotel,n.a.,"5,700",n.a.,"CapMan Hotels II fund has signed an agreement to acquire the asset in Oulu city centre, with the intention of redeveloping the building, currently used as an office, into part of Lapland Hotels Oulu. The acquisition is expected to close and the redevelopment to start in one years’ time once required official authorisations have been obtained.",,,,,No,,
,Finland,2023-11-02,North European Invest Oy,Vuoristo-Yhtiöt Oy,Porvoo,Hotel,n.a.,"14,000",n.a.,"North European Invest Oy (owner of Lapland Hotels) acquires Vuoristö-Yhtiöt Oy which is the owner of oprations and real estates of a hotel Haikon Kartano. GLA 14,000 sqm, land area 150,000 sqm and water area 60,000 sqm. Haikon Kartano opened in 1966 and has 211 rooms.",,,,,No,,
,Finland,2023-11-02,n.a.,OP-Henkivakuutus,Vantaa,Warehouse,n.a.,"14,300",n.a.,"OP-Henkivakuutus divest a warehouse property in Vantaa (Tuupakka). Buyer is not disclosed.  GLA 14,300 sqm. Anchor tenants are Neele-Vat Finland Oy and Boreo Oyj.",,,,,No,,
,Finland,2023-11-02,Local investor / n.a.,DEAS Property Fund Finland I,Oulu,Office,n.a.,n.a.,n.a.,"DEAS Property Fund Finland I divests an office property in Oulu (Aeroportti, Tietotie 2).",,,,,No,,
,Finland,2023-10-30,DEAS Asset Management ,City of Helsinki,Helsinki,Development,n.a.,"30,000",n.a.,"DEAS Asset Management has won a competition to develop the area of ""Kätilöopisto"" (maternity hospital area closed in 2018). The target is to develop a modern, inclusive and dark green residential area. Building right of approx. 30,000 sqm for residential, retail and public services use.",,,,,No,,
,Finland,2023-10-25,Icecapital Housing Fund VI Ky,JM,Espoo,Residential,n.a.,n.a.,n.a.,JM Suomi and Icecapital Housing Fund VI Ky have signed an agreement on the development of a residential property in Espoo (Finnoo). The property will have 8 floors and comprise 58 rental apartments. Expected completion in spring 2025.,,,,,No,,
,Finland,2023-10-16,Sato,Senaatti Properties,Helsinki,Residential building right,12.8,"18,690",685,"Sato acquires an unstructured plot in Viikki, Helsinki. The city plan allows residential and commercial use. Plot area is 9,437 sqm. Helsinki City Board has not yet granted approval for the proposed detailed plan change.",,,,,No,,
,Finland,2023-10-10,Innovestor Real Estate,Tekova Oy,Helsinki,Office,n.a.,n.a.,n.a.,"Innovestor Real Estate acquires a new office property in Helsinki (Herttoniemi). The seller is a development company Tekova. Anchor tenants are Aqva Finland and Aide Europe. GLA 1,500 sqm. ",,,,,No,,
,Finland,2023-10-03,Fennia,YIT,Helsinki,Office,n.a.,"12,409",n.a.,"Fennia acquires an office property in Helsinki (Länsi-Pasila) from YIT. Anchor tenant Eezy Oyj. GLA 12,400 sqm. Construction year 1987, fully refurbished in 2023. Fully let NOI €3.3m.",,,,,Yes,,
,Finland,2023-09-28,Ovaro Kiinteistösijoitus Oyj ,Sijoitusasunnot.com Group Oyj,Jyväskylä,Office,3,"2,500","1,200","Ovaro acquires an office property in Jyväskylä from Sijoitusasunnot.com. Yield 14%. Construction year 1977, renovated 2002.",,,,,No,,
,Finland,2023-09-28,n.a.,Svenska Lutherska Evangeliföreningen i Finland r.f,Espoo,Light industrial,n.a.,"9,600",n.a.,"Svenska Lutherska Evangeliföreningen i Finland r.f. divested a property in Espoo (Koskelo). Buyer not disclosed. Value-add property, currently leased to a single tenant until the end of 2023.",,,,,Yes,,
,Finland,2023-09-26,VVT Property Fund II Ky,OP-Vuokratuotto,Tuusula,Logistics,n.a.,"16,706",n.a.,"VVT acquires logistics property from OP-Vuokratuotto special investment fund. The property is located 5 km north of Helsinki airport and has LEED Gold certification. The tenant is Logitri, with a WAULT of 9 years. The construction year is 2021. NOI €1.47m.",,,,,Yes,,
,Finland,2023-09-21,Kesko,Cerberus Capital Management,Espoo,Retail,n.a.,"10,350",n.a.,Kesko acquires majority of shares of a grocery-anchored local retail center in Espoo centre from Cerberus Capital Management. In-place NOI €1.7m (May 2023). Rezoning for hypermarket extension ongoing. Managed by Cromwell.,,,,,Yes,,
,Finland,2023-09-12,Niam,City of Helsinki,Helsinki,Commercial,30,"16,000","1,875","Niam acquired a landmark property in Kamppi, Helsinki from the City of Helsinki. NOI €2.2m, yield 7.33%. 80% vendor note, 4% interest. Anchor tenant is a cinema chain Finnkino. The property was built in 1937. Transaction is conditional on the approval of the Helsinki Urban Environment Committee.",,,,,Yes,,
,Finland,2023-09-04,UB Suomi Kiinteistöt,Technocampus,Oulu,Retail,n.a.,935,n.a.,UB Suomi Kiinteistöt acquired a grocery store property in Oulu from Technocampus. The property was completed in 2021 and is fully let to Kesko on a long-term lease. ,,,,,No,,
,Finland,2023-08-31,Genesta,Schroder,Helsinki,Office,n.a.,9,n.a.,"Genesta’s value-add fund GNRE Fund 3 acquires “Voimatalo”, an office property in Kamppi in Helsinki, from Schroder Real Estate KVG. The property is let to 13 tenants",,,,,Yes,,
,Finland,2023-08-29,Niam,Schroder,Turku,Office,n.a.,"10,400",n.a.,"Niam acquires an office property “Sampotalo” in Turku city centre from Schroder Nordic Real Estate Fund. GLA 10,400. All office spaces have been leased to City of Turku under a long lease agreement. The property has also some ground level retail premises. The property was built in 1937-1938 and was designed by architect Erik Bryggman to serve as insurance company Sampo's HQ.",,,,,No,,
,Finland,2023-08-29,Hoivatilat,Vestera,"HMA, Lahti, Tampere, Turku",Care,12,n.a.,n.a.,"Hoivatilat acquires four new development care properties from Vestera. Properties are located in HMA, Lahti, Turku and Tampere. Three of the properties are special housing service units and one is a kindergarten. Scheduled completions before summer 2024.",,,,,No,,
,Finland,2023-08-22,NREP,Evli,Kauniainen,Retail,n.a.,"1,500",n.a.,NREP acquires share of a shopping centre property located in Kauniainen from special investment fund Evli Vuokratuotto II. NREP acquired a first share of the property in December 2022 from VVT Kiinteistösijoitus.,,,,,No,,
,Finland,2023-08-22,Slättö,Private,Helsinki,Hotel,n.a.,n.a.,n.a.,Slättö acquires a hotel property located in central Helsinki from private investors. The property will be refurbished with a new operator Bob W and will be certified under the environmental scheme LEED. Expected opening during 2024.,,,,,No,,
,Finland,2023-08-01,Hoivatilat,WasaGroup,Tuusula,Care,n.a.,"1,092",n.a.,"Hoivatilat acquires a new development day care property from WasaGroup. The property will be fully let to City of Tuusula, WAULT 20 years. Construction begins in August 2023. Scheduled completion in August 2024.",,,,,No,,
,Finland,2023-08-01,Pohjola Rakennus & Elo Mutual Pension Insurance Company,HOK-Elanto,Helsinki,Residential building right,n.a.,n.a.,n.a.,"A consortium led by Pohjola Rakennus and Elo Mutual Pension Insurance Company has a acquired an uncostructured plot in Herttoniemi, Helsinki. The city plan allows residential and commercial use.",,,,,No,,
,Finland,2023-07-26,Niam,Ylva,Helsinki,Office,n.a.,"8,700",n.a.,"Naim acquires a new office property in Hakaniemi with substantial ESG credentials, including energy performance rating A and LEED Platinum. Largest tenant is IBM. WAULT of 5.4 years, estimated fully let NOI €2.9m.",,,,,Yes,,
,Finland,2023-06-29,NREP,AXA Real Estate,Espoo,Office,n.a.,"17,300",n.a.,"Fully-let fffice property in Keilaniemi, Espoo. The property is built in 2001 and serves as TietoEvry's headquarter",,,,,,,
,Finland,2023-06-27,Microsoft,Municipality of Vihti,Vihti,Plot,12.3,"460,000",27,"Microsoft acquires site for a future data centre. The planned data centre is in Vihti's Rosti Business Park, and will consist of three separate and independently operating data centres that are synchronised with each other. The total land area is c. 46 hectares",,,,,,,
,Finland,2023-06-22,Slättö,n.a.,Helsinki,Logistics,n.a.,"5,000",n.a.,"A fund managed by Slättö acquires a last-mile logistics property in Tattariharju, Helsinki. Price and seller are not disclosed.",,,,,No,,
,Finland,2023-06-22,Kinland,OP Public Services Real Estate Fund,n.a.,Care,35.0,n.a.,n.a.,Kinland acquires 15 social infrastructure properties across Finland from OP Public Services Real Estate Fund. WAULT 10 years.,,,,,No,,
,Finland,2023-06-22,Kinland,Hoivarakentajat,n.a.,Care,n.a.,n.a.,n.a.,"Kinland acquires 4 social properties from Hoivarakentajat, which is a construction company. The transaction is one of Kinland's 3 transactions in Q2/2023, amounting to €70.4m, 31 properties.",,,,,No,,
,Finland,2023-06-22,Posti Group Oy,City of Järvenpää,Järvenpää,Logistics and warehouse building right,5.8,"93,500",63,"Posti acquires logistics and warehouse plot in Järvenpää to develop a new logistics centre. The total building right is 93,500 sqm. Construction will be divided into three parts; the first part includes 35,000 sqm of warehouse and technical premises. Posti's subsidiary Transval will occupy the premises. The plot area is 18.7 ha.",,,,,No,,
,Finland,2023-06-20,Kesko,City of Nurmijärvi,Nurmijärvi,Logistics building right,15.7,"314,265",50,"Kesko acquires a logistics plot in Nurmijärvi to develop a new logistics centre. Total building right is 314,265 sqm. Plot area is 714,000 sqm.",,,,,No,,
,Finland,2023-06-15,Ethos Capital Oy,DEAS Property Fund Finland I,"Pori, Kangasala",Logistics,n.a.,"12,000",n.a.,Ethos Capital acquires three logistics properties from DEAS Property Fund Finland I. Two of the properties are located in Pori and one in Kangasala. Price is not disclosed.,,,,,No,,
,Finland,2023-06-09,Hartela,City of Espoo,Espoo,Residential building right,11,"8,659","1,270","Hartela acquires two plots in Olari, Espoo from the city of Espoo. Total building rights are 7,146 sqm and 1,513 sqm.",,,,,No,,
,Finland,2023-06-08,EAB Value Added Fund III Ky,Edita Group,Helsinki,Warehouse and LI,n.a.,"20,000",n.a.,"Investment fund EAB Value Added Fund III Ky acquire a warehouse and light industrial property in Kuninkaantammi, Helsinki. The property was built in 1975 and is occupied by Edita Prima and other Edita Group subsidiaries. Plot area 5.4 ha, GLA 20,000 sqm, development opportunity. NOI €0.9m. Occupancy rate 79%. WAULT 0.8 years. ",,,,,Yes,,
,Finland,2023-06-02,n.a.,Aedifica,n.a.,Day care,25.6,n.a.,n.a.,"Aedfica divests a portfolio of 10 day care properties. Average capacity for the portfolio is approx. 875 children. The portfolio was built by Hoivatilat in 2012-2020 and is operated by Touhula, Pilke, Norlandia and Murunen.",,,,,No,,
,Finland,2023-06-01,Y-Säätiö,VVO Hoivakiinteistöt,"Helsinki, Turku and Hämeenlinna",Healthcare,n.a.,n.a.,n.a.,"Y-Säätiö acquired 73 apartments from three healthcare properties in Helsinki, Turku and Hämeenlinna. The anchor tenant is Validia Oy.",,,,,No,,
,Finland,2023-05-25,Sagax,MEKO AB,"Helsinki, Vantaa",Light industrial,37,"38,873",939,Six light industrial and warehouse properties in Helsinki and Vantaa. Sale and leaseback arrangement with MEKO. Triple-net leases with NOI €2.5m. WAULT 10 years.,,,,,Yes,,
,Finland,2023-05-25,KKR,Kruunuasunnot,"Helsinki, Turku, Tampere",Residential,n.a.,n.a.,n.a.,"KKR makes their first investment in the Nordics through their European Core Plus Real Estate-strategy. 30 residential properties, 1,200 apartments in total, of which 2/3 are in Helsinki, Turku and Tampere. Price is not disclosed but the deal is the largest real estate transaction in Finland 2023",,,,,,,
,Finland,2023-05-23,eQ,SRV,"Espoo, Tampere",Residential,35,n.a.,n.a.,Two residential properties to be built in Espoo and Tampere. Construction will begin in Summer 2023 with estimated completion in the begin of 2025.,,,,,No,,
,Finland,2023-05-23,Aktiivitilat,Mandatum Asset Management,Espoo,Warehouse,n.a.,"11,111",n.a.,"Aktiivitilat acquired a warehouse property in Juvanmalmi, Espoo. The property has been constructed in 1970 and is fully let to Medifon.",,,,,No,,
,Finland,2023-05-23,Evli,Hartela & Ilmarinen,Helsinki,Retail,n.a.,"13,679",n.a.,"Evli acquired a shopping center Ristikko located in Konala, Helsinki from Hartela and Ilmarinen. The property has been constructed in 2009 and an extension completed in 2015. 95% occupancy, WAULT 4.2 years, NOI €1.7m.",,,,,Yes,,
,Finland,2023-05-09,Sagax,Terwarahasto 1 Ky & Terwa Kiinteistökehitys Oy,Oulu,Light industrial,17.0,"9,144","1,859",Sagax acquired four fully let light industrial properties in Oulu. Properties are constructed in 2018-2023. WAULT 8 years. NOI €1.29m.,,,,,Yes,,
,Finland,2023-05-04,Aktiivitilat,Mandatum Asset Management,Vantaa,Industrial,7.2,"4,800","1,500","Aktiivitilat will acquire an industrial property in Ylästö, Vantaa. The property has been constructed in 1997 and it has approx. 8,000 sqm of unused building right.",,,,,No,,
,Finland,2023-05-04,Innovestor,UM Kiinteistöt,Vantaa,Retail,n.a.,"9,300",n.a.,"Retail warehouse property currently under construction in Varisto, Vantaa. Main tenants will be Puuilo and Saka.",,,,,No,,
,Finland,2023-05-02,UB Pohjoismaiset Liikekiinteistöt,Korpi Real Estate Ky,Helsinki,Hotel / residential,n.a.,n.a.,n.a.,"Two residential / apartment hotel properties in Helsinki, both let to Forenom. Initial yield 10%.",,,,,No,,
,Finland,2023-04-27,eQ Yhteiskuntakiinteistöt,HGR Property Partners,Espoo,"Healthcare, public",n.a.,"14,000",n.a.,"eQ fund investing in a public property in Niittykumpu, Espoo. The property is currently being converted from office to public use. Approx. 1/3 of GLA will be let to City of Espoo with a 15-year lease agreement.",,,,,No,,
,Finland,2023-04-27,Aedifica,Hoivatilat,Several,Healthcare,8.5,n.a.,n.a.,Aedifica acquires two new healthcare properties in Helsinki and Salo. Gross yield 6%.,,,,,No,,
,Finland,2023-04-25,Swiss Life Asset Managers Transactions AS,City of Lahti,Lahti,Public ,36,"16,500","2,164",A hospital property in Lahti. Fully let to the city of Lahti with a WAULT of 13 years. Net initial yield 5.8%.,,,,,Yes,,
,Finland,2023-04-25,Linnan Kiinteistökehitys Oy (City of Hämeenlinna),CapMan RE II,Hämeenlinna,Office,n.a.,n.a.,n.a.,CapMan divesting an office property (YoC 1979) in Hämeenlinna. CapMan had acquired the property in February 2007.,,,,,,,
,Finland,2023-04-20,Blackstone,Aberdeen,Vantaa,Warehouse,60,"31,182","1,924",Aberdeen fund divesting a warehouse property (YoC 2005) close to Helsinki-Vantaa airport to an undisclosed investor. The property is fully let to PostNord with a WAULT of 4.1 years. Initial yield 5.0%. ,,,,,Yes,,
,Finland,2023-04-18,Järvi-Suomen Elintarvike and Marja- ja Vihannesmestarit,DEAS Property Fund Finland I,Jyväskylä,Industrial,n.a.,"2,860",n.a.,"DEAS fund divesting an industrial and office property in Jyväskylä. The property is currently let to Cramo, but they will relocate their business to new premises. The buyers are owner-occupiers.",,,,,No,,
,Finland,2023-04-13,NREP,S-Pankki fund,Espoo and Vantaa,Residential,n.a.,"10,200",n.a.,Three modern residential properties including 226 residential units located in Helsinki metropolitan area. ,,,,,No,,
,Finland,2023-04-13,n.a.,Ilmarinen,Oulu,Industrial,n.a.,"14,004",n.a.,"Two industrial properties (concrete factories) located in Oulu, let to Parma which is a part of Consolis group. WAULT almost 10 years.",,,,,Yes,,
,Finland,2023-03-30,Innovestor,Tekova Oy,Kaarina,Retail,n.a.,n.a.,n.a.,Innovestor acquires a new construction retail / big box property in Kaarina. Anchor tenant will be Byggmax.,,,,,,,
,Finland,2023-03-30,EAB Value Added Fund III Ky,n.a.,"Tampere, Pirkkala",Commercial,n.a.,"6,300",n.a.,"Investment fund EAB Value Added Fund III Ky acquires two commercial properties in Tampere and Pirkkala. Total lettable area is 6,300 sqm.",,,,,No,,
,Finland,2023-03-30,Logicenters,Municipality of Tuusula,Tuusula,Logistics,5.7,"38,000",150,"Logicenters acquired a plot from the Municipality of Tuusula for €5.7m to develop a 38,000 sqm logistics property for Alfaroc Logistics Oy. Estimated completion in Q3/2024.",,,,,No,,
,Finland,2023-03-28,Evli,Euro Motor Center,Oulu,Retail / light industrial,n.a.,"3,300",n.a.,Investment fund Evli Logistiikkakiinteistöt acquires retail / light industrial property from owner-occupier Euro Motor Center (ECM) in Oulu. ECM continues as a long-term tenant.,,,,,No,,
,Finland,2023-03-16,Nordisk Renting,WasaGroup,Kuopio,Public,n.a.,n.a.,n.a.,WasaGroup divesting a fire station currently under construction to Nordisk Renting. The property is let to the city of Kuopio with a long lease agreement.,,,,,,,
,Finland,2023-03-09,Cobbleyard,Schroders,Helsinki,Mixed,n.a.,"10,000",n.a.,"Historical mixed-use property located in Hernesaari, close to Helsinki CBD. The property has been built in 1946 as a factory of Ford.",,,,,Yes,,
,Finland,2023-03-02,Niam,SRV,Helsinki,"Office, Development",n.a.,"11,500",n.a.,"Niam acquires a high-rise office property with 26 floors in Kalasatama from SRV. The project, Kalasataman Horisontti, will be completed in 2025.",,,,,No,,
,Finland,2023-03-02,n.a.,Corum,"Imatra, Kouvola",Retail,12,n.a.,n.a.,Corum divesting two retail big box properties anchored by Tokmanni.,,,,,No,,
,Finland,2023-02-28,Corum,Antilooppi,Helsinki,Office,n.a.,"5,000",n.a.,Antilooppi selling an office property in Pitäjämäki to Corum. The BREEAM Very Good certified property is fully let to Fellowmind Finland.,,,,,No,,
,Finland,2023-02-21,Tuohex,WasaGroup,"Seinäjoki, Hämeenlinna",Retail,n.a.,n.a.,n.a.,Finnish fund Tuohex investing in two retail properties in Hämeenlinna and Seinäjoki developed by WasasGroup. Both properties will be anchored by Jula.,,,,,No,,
,Finland,2023-02-17,Teknologiakiinteistöt,Turku Science Park,Turku,Industrial,n.a.,"2,600",n.a.,Local investment company acquires a pharmaceutical industrial property in Turku. The property has been constructed in 2002. ,,,,,No,,
,Finland,2023-02-06,atNorth,Julius Tallberg-Kiinteistöt,Espoo,Data center,n.a.,"7,000",n.a.,"Data center operator atNorth (owned by Partners Group) acquires a data center property in Sinimäki, Espoo.",,,,,Yes,,
,Finland,2023-01-31,DEAS Property Fund Finland I,Osuuspankki Suur-Savo,Mikkeli,Office and retail,n.a.,n.a.,n.a.,"DEAS acquiring Mikkelin Forum property in Mikkeli city center. The property is anchored by a public tenant with long lease agreements. According to local newspaper, the property has been in sale for a long time.",,,,,No,,
,Finland,2023-01-03,Skanska,Senate Properties,Helsinki,Plot,20.0,"22,050",907,"Skanska acquires an unbuilt plot in Sörnäinen, Helsinki. The plot has over 22,000 sqm of commercial building right. ",,,,,No,,
,Finland,2022-12-30,Pioneer Public Properties,eQ Community Properties,Several,Care,16.3,"3,733","4,366","eQ selling five care homes in Helsinki region (Kirkkonummi, Järvenpää, Vihti), in Ylöjärvi and in Joensuu.",,,,,Yes,,
,Finland,2022-12-22,Evli,Feelia,Pyhäntä,Industrial,6.6,n.a.,n.a.,Sale and leaseback arrangement between special investment fund Evli Vuokratuotto and owner-occupier.,,,,,No,,
,Finland,2022-12-22,Kinland,Toivo Group,Espoo,Day care,n.a.,n.a.,n.a.,Kinland continues investing in Finland and acquires a newly built day care property located in Espoo from Toivo Group.,,,,,No,,
,Finland,2022-12-15,Kinland,eQ Community Properties,Several,Care,76.0,n.a.,n.a.,Norwegian Kinland acquires 28 social infrastructure properties (18 pre-school and 10 care properties) from eQ Community Properties in two transactions. Majority of the properties are located in the largest cities of Finland.,,,,,Partly yes,,
,Finland,2022-12-02,Avain Yhtiöt Oy,Senate Properties,Helsinki,Plot,22.0,"15,500","1,419","Unbuilt land area in Pasila, next to the railway station. Total building right 15,500 sqm allowing retail, office, services and residential construction.",,,,,,,
,Finland,2022-11-29,LähiTapiola,City of Espoo,Espoo,Public,30.8,"7,800","3,949",City of Espoo selling three fire stations with 20-year lease agreements to LähiTapiola fund.,,,,,No,,
,Finland,2022-11-10,LähiTapiola,City of Seinäjoki,Seinäjoki,Public,13.3,"3,900","3,410",City of Seinäjoki selling a modern fire station with a long lease to LähiTapila Aluekiinteistöt fund. The fire station was marketed together with six other public properties.,,,,,Yes,,
,Finland,2022-11-08,Aktia,n.a.,Turku,Retail,n.a.,"1,500",n.a.,"A new grocery retail property in Kirstinpuisto, Turku. Let to a single tenant with a long lease agreement.",,,,,No,,
,Finland,2022-11-04,NREP,Allianz,Helsinki,Office,116.3,"15,400","7,566",NREP has signed a preliminary contract of acquisition of Eteläesplanadi 2 property in Helsinki CBD. Anchor tenant law firm Borenius.,,,,,No,,
,Finland,2022-11-03,Lease Deal Group,Varma,Lohja,Retail,n.a.,"10,000",n.a.,"Varma divested a secondary retail property, known as Shopping center Sampotalo, in the city center of Lohja. The property has been constructed in 1986.",,,,,No,,
,Finland,2022-10-25,Hemsö,Kymsote-Kiinteistöt,Kouvola,"Public, healthcare",13.7,"8,800","1,557","Hemsö acquires a psyciatric hospital property in Kouvola. The property has been completed in 2006, and it has a 20-year lease with a public tenant.",,,,,,,
,Finland,2022-10-25,Hemsö,City of Tampere,Tampere,"Public, healthcare",8.5,n.a.,n.a.,Hemsö acquires three public properties with lease agreements of 15-20 years in Tampere. Hemsö was the only bidder for the properties.,,,,,,,
,Finland,2022-10-25,LähiTapiola Yhteiskuntakiinteistöt,Municipality of Kirkkonummi,Kirkkonummi,"Public, healthcare",63.5,n.a.,n.a.,LähiTapiola's fund will acquire a new public wellbeing center of Kirkkonummi. The property has a 20-year lease agreement. ,,,,,,,
,Finland,2022-10-18,Infranode,City of Jyväskylä,Jyväskylä,"Public, healthcare",84,"36,000","2,333","13 public use and healthcare properties in Jyväskylä, all let to the City of Jyväskylä with long WALT (17.4 years). Yield was 5.7%, original bid in June 2022 was €85.56m (5.6%). In December 2021, the portfolio value was estimated to be €86-95m (5.1-5.6%), however the valuation was based on longer (5-10 years) lease agreements in part of the properties. ",,,,,Yes,,
,Finland,2022-10-06,Tristan Capital Partners,JKK-Kiinteistö Oy,Kaarina,Industrial,10,"20,787",481,"An industrial property located in Kaarina, Turku region. Main user is component manufacturer Trafotek.",,,,,,,
,Finland,2022-10-06,Turun Ratapihan Kehitys Oy,VR-Yhtymä Oy,Turku,Plot,26,n.a.,n.a.,A land area sold as a part of a larger development project in Turku city center.,,,,,,,
,Finland,2022-10-05,Colony (Altaal),Antilooppi,Vantaa,Office,n.a.,"19,000",n.a.,"Colony has acquired a dark green office property located in Vantaa, 500m from the terminal of Helsinki-Vantaa airport. The main tenant is Finnair, and occupancy rate approx. 94%.",,,,,,,
,Finland,2022-10-04,Aare Invest,UKK-Instituutti,Tampere,Healthcare,n.a.,n.a.,n.a.,"A sale and leaseback arrangement between UKK, a healthcare sector owner-occupier and a local investor.",,,,,,,
,Finland,2022-10-03,Ovaro Kiinteistösijoitus Oyj,Sagax,Jyväskylä,Office,4,"6,300",651,Sagax has sold three office properties to Ovaro. Two of the properties are located in Jyväskylä city center and one in the university campus. The current occupancy rate of the properties is some 70% and yield 7.4%.,,,,,,,
,Finland,2022-09-29,EAB Value Added Fund III Ky,Mateko Hallinto Oy,Espoo and Pirkkala,Industrial,5.8,"2,924","1,990","An owner-occupier selling two light industrial properties in strong locations in Juvanmalmi, Espoo and in Pirkkala, Tampere region.",,,,,,,
,Finland,2022-09-29,Microsoft & Fortum,City of Espoo,Espoo,Land,27,21.6 ha,,A land area for a new data center development project. The price of the building right is €175/sqm.,,,,,,,
,Finland,2022-09-21,Special Investment Fund eQ Commercial Properties,Union Investment,Espoo,Office,n.a.,"9,000",n.a.,One building of Alberga Business Park in Leppävaara. The property is a multi-tenant office complex with BREEAM Very Good certificate.,,,,,,,
,Finland,2022-09-20,Taaleri,Bonava,Helsinki and Kirkkonummi,Residential,85,n.a.,n.a.,"313 apartments in three properties under construction in Vuosaari, Helsinki and in Masala, Kirkkonummi. The properties will be completed in year end 2023 and in the beginning of 2025.",,,,,,,
,Finland,2022-09-20,City of Heinola,Suomen Hoiva ja Asunto Oy,Heinola,Healthcare,12,"16,034",748,The city of Heinola selling two public properties: one health center and one care home. It was annouced that the city received only one bid for the properties.,,,,,,,
,Finland,2022-09-15,Union Investment Real Estate,Hartela,Helsinki,Office,n.a.,"11,500",n.a.,Office property Ilmalan Aura is currently under construction and will be completed in 2024. 70% of the premises have been let to in total three tenants.,,,,,,,
,FInland,2022-09-15,Tristan Capital Partners & Catella Asset Management,"Martela Oyj, Tampereen Konepajat","Nummela, Ylöjärvi",Industrial and logistics,31,"46,100",672,"A Tristan Capital Partners' fund has launched a new investment strategy focusing on logistics and industrial properties in Finland. The first investments of the strategy are sale-and-leaseback arrangements of Martela's logistics and production facility in Nummela and an industrial property in Ylöjärvi, where the seller and one of the main tenants is Tampereen Konepajat.",,,,,,,
,Finland,2022-09-08,Erikoissijoitusrahasto Aktia Toimitilakiinteistöt,n.a.,Seinäjoki,Light industrial,n.a.,"4,920",n.a.,"Light industrial property used for large-scale laundry services (YoC 2016), fully let with 12-year lease to Provina Oy, a municipality-owned tenant.",,,,,,,
,Finland,2022-09-06,HGR Property Partners and Wihanto,Senate Properties,Helsinki,Development,10,"8,699","1,138",Vacant property previously occupied by the Finnish Defence Forces. Central location in Kruununhaka. Buildings will be converted for office and day care use and new residential building right will be sought.,,,,,,,
,Finland,2022-09-06,Erikoissijoitusrahasto S-Pankki Tontti,City of Helsinki,Helsinki,Plot,14,"28,000",500,"Three plots in Vallila, total building right 28,000 sqm. Long land leases with YIT, carrying out an office-to-residential conversion in buildings located on the subject plots.",,,,,,,
,Finland,2022-09-06,Swiss Life Asset Managers Nordic ,Fennia,Helsinki,Office,n.a.,n.a.,n.a.,Office property (YoC 2008) located in Pasila.,,,,,,,
,Finland,2022-09-01,Elite Alfred Berg,Sikla,Oulu and Jyväskylä,"Retail, light industrial",15,n.a.,n.a.,Two car retail and repair properties under construction.,,,,,,,
,Finland,2022-08-31,"Avain Rakennuttaja, A. Ahlström Kiinteistöt Oy",Helsingin Yliopistokiinteistöt Oy,Helsinki,Plot,15,"32,694",465,"Land area located in Kumpula, next to Helsinki university campus area. Residential re-zoning in progress, targeted residential building right 25,000 sqm (€600/sqm).",,,,,,,
,Finland,2022-08-22,Julius Tallberg-Kiinteistöt,Cromwell European REIT,Helsinki,Office,16,"6,788","2,387","Opus 1 Business Park (YoC 2008) in Herttoniemi. Anchored by Berner Oy, WALT 4.5 years, occupancy 90%.",0.06790123457,Project Duke,Advium,,,,
,Finland,2022-08-19,UB Suomi kiinteistöt,Private investor,Tampere,Healthcare,n.a.,"1,770",n.a.,A health center property let to the City of Tampere with a long lease agreement.,,,,,,,
,Finland,2022-08-10,Mileway,Akiva Oy,HMA,Logistics and LI,n.a.,"60,000",n.a.,11 logistics and light industrial properties in the Helsinki metropolitan area,,,,,,,
,Finland,2022-08-04,Orange Capital Partners,Starwood & Avara,Several,Residential,n.a.,n.a.,n.a.,2.200 apartments located in 16 different municipalities. Over 50% of the portfolio value from Helsinki region.,,,,,,,
,Finland,2022-07-18,Stendörren,Local real estate group,Helsinki,Light industrial,6.9,"6,591","1,047","Three properties located in the established industrial area Petikko, Vantaa. Stendörren's first acquisition in Finland",,,,,,,
,Finland,2022-07-14,Sagax,n.a.,n.a.,Light industrial,35,n.a.,n.a.,Sagax has through six separate transactions acquired 18 properties for the equivalent of SEK623m across four European countries. SEK350m concerns properties in Finland,,,,,,,
,Finland,2022-07-14,Partners Group,Mandatum Asset Management,"Helsinki, Tampere and Oulu",Logistics,n.a.,"140,000",n.a.,"The portfolio consists of 19 last mile logistics assets, including 13 in Helsinki, five in Tampere, and one in Oulu, and has a net leasable area of c. 140,000 sqm. The assets are 96% occupied by over 80 tenants from a diversified range of industries. Trevian will act as local operating partner",,,,,,,
,Finland,2022-07-11,Keva,Niam,Helsinki,Retail,207,"48,300","4,286",Kaari Shopping Center is the sixth largest shopping center in the area and Niam has been the owner of the center since 2015. Niam has done several value-add activities to increase the attractiveness of the center,,,,,,,
